age,gender,education_level,device_hours_per_day,phone_unlocks,notifications_per_day,social_media_mins,study_mins,physical_activity_days,sleep_hours,sleep_quality,stress_level,productivity_score,digital_dependence_score
33,female,bachelor,4.86,90,571,193,249,7.0,8.235485471406962,2.1579685799046,7.629295414552095,63.0,32.5
16,female,high school,9.17,147,257,144,60,3.0,5.910137838726812,1.917742738062208,9.929155704004016,62.0,38.0
27,male,bachelor,6.7,121,277,56,156,6.0,5.229648105438674,3.1710143428134696,1.0,89.0,30.7
47,male,master,9.44,215,428,83,145,2.0,9.128141370184716,2.939566030885544,10.0,69.0,51.4
31,male,master,2.6,36,50,31,0,3.0,7.360600697563884,3.9366982074254047,1.0,51.0,9.4
27,male,bachelor,6.29,79,278,132,166,5.0,4.734903802046062,3.090905712569352,7.748816714291151,59.0,27.1
49,male,bachelor,7.99,188,255,184,179,1.0,7.755105701786792,2.853145376580428,8.368495021453644,75.0,41.3
15,male,high school,3.99,119,28,177,22,3.0,8.27674760934431,3.891144842451632,1.0,86.0,16.8
38,male,master,4.06,79,244,19,0,5.0,8.37190855617068,4.028247458562472,9.926178555548477,49.0,22.2
13,female,high school,12.49,258,344,329,116,3.0,6.534032157698694,1.0,9.961276149923888,46.0,57.7
24,male,bachelor,7.66,170,505,31,33,5.0,5.453267930084632,2.059424323530733,4.702245332805983,84.0,42.8
24,male,bachelor,6.84,105,581,100,148,1.0,7.682755754315662,3.741787122814636,1.260958535752192,69.0,37.7
24,female,bachelor,8.48,166,239,186,90,5.0,4.995889677256181,2.16048135151905,1.851063874733025,65.29930112427833,38.5
42,female,master,14.62,287,268,51,146,3.0,7.946022261387877,1.0158390666367636,10.0,70.0,36.68415185296776
24,female,master,12.98,296,466,82,149,2.0,7.156340415306849,2.931598941936983,1.2620470733252849,39.0,66.4
17,female,high school,2.78,64,62,33,143,4.0,6.843096037308421,4.107363851353255,9.792065275015483,65.0,10.9
22,female,bachelor,11.43,287,184,120,8,0.0,6.094151399714151,1.0,10.0,68.0,53.7
18,female,high school,16.21,328,345,201,22,4.0,3.880701098415842,1.0,9.843036638684357,65.29930112427833,72.2
26,female,bachelor,4.26,77,260,45,241,5.0,7.841558367019188,4.1543302599311245,4.892712609755999,55.0,21.6
35,male,high school,5.47,129,298,241,134,2.0,9.204680071920096,3.8656753211658974,1.0,66.0,30.4
28,female,bachelor,3.35,132,204,22,62,1.0,9.842335427594977,3.7748998752480967,1.0,56.0,36.68415185296776
40,female,high school,5.18,191,63,245,144,4.0,6.9389427748472405,4.079945749948328,1.881974425660207,68.0,29.4
20,male,bachelor,12.51,346,677,193,193,4.0,4.678508630275833,1.0,2.815117826154018,56.0,74.0
19,female,high school,2.33,45,298,111,102,3.0,9.523088444092684,2.8844849444475185,2.040513815531831,61.0,14.5
25,male,bachelor,10.48,268,297,45,117,2.0,7.154992679559144,1.9238343683484624,1.0,55.0,53.4
50,male,bachelor,7.04,139,204,317,0,5.0,4.980308245064848,2.156198962810196,3.887157642559154,72.0,33.7
28,male,master,12.7,204,255,66,120,3.0,6.775271483722138,1.0,9.088483986827788,74.0,51.9
21,male,bachelor,5.13,144,187,217,20,4.0,6.366657420521289,2.007929348101736,2.0658192064483663,63.0,26.8
20,female,bachelor,5.66,168,109,48,0,0.0,5.957396145173584,2.7695779256799664,4.386124273415473,65.0,28.0
18,female,bachelor,9.52,194,405,46,139,2.0,6.579194877644096,1.9261708757474003,5.185446579840571,51.0,47.1
16,female,high school,8.25,174,115,593,0,7.0,6.095125261561633,3.29584417488054,1.0,65.29930112427833,34.5
43,male,bachelor,5.65,124,701,54,79,3.0,8.625802683698693,3.913174322677646,2.987066484663018,65.29930112427833,41.4
39,female,bachelor,9.91,198,782,55,44,5.0,6.399733407556721,3.1105472446481754,8.705193127061289,91.0,58.7
32,female,master,10.73,127,407,74,49,2.0,6.644009549375507,1.0,8.159799883204435,54.0,36.68415185296776
21,female,bachelor,4.97,92,330,123,131,0.0,7.453174869551717,3.798746005090949,4.243007397195035,80.0,25.2
24,female,bachelor,8.31,159,81,52,317,6.0,6.236753813252521,3.195367475362593,8.914056019792152,75.0,32.9
32,female,phd,7.6,147,624,212,205,3.0,8.239189331878928,2.959556726350721,8.153719363711469,68.0,44.9
17,male,high school,4.26,67,581,147,175,2.0,8.636749585191888,2.8840712757431235,7.3169104651382915,83.0,27.3
23,male,master,5.96,151,79,76,139,6.0,6.174510117079455,3.2254389559769576,1.7227366840911715,69.0,26.6
44,female,bachelor,6.59,185,499,160,127,6.0,9.100857281661982,3.182640940528408,3.761786813454249,69.0,43.7
24,female,bachelor,7.6,183,457,170,0,3.0,7.492483554522145,2.827331121862556,1.0005214657889423,64.0,43.1
27,female,bachelor,5.62,77,612,275,46,0.0,8.804305786330474,2.792024894033215,5.427452059179126,77.0,33.3
25,female,bachelor,4.26,123,87,111,168,2.0,7.3109845860503535,2.981890178502504,7.04654890151008,76.0,20.4
47,female,master,6.54,121,208,80,10,6.0,7.595305359687357,2.1810743125511234,3.5142934708001388,59.0,31.2
25,male,bachelor,5.66,141,152,125,313,5.0,8.543067892175982,3.0784769934887124,1.0,52.0,27.6
32,male,high school,10.67,132,837,103,253,4.0,7.943393775519013,1.0450699922183817,9.814328764166758,63.0,56.5
33,female,bachelor,8.92,204,328,238,87,5.0,4.8770182258560135,2.1224344677482123,2.942487922979895,57.0,45.8
15,male,high school,6.6,146,442,54,248,4.0,6.847507438653622,3.101700947196041,1.0,64.0,36.4
27,male,master,9.53,216,299,97,112,2.0,5.988089176125145,1.0,1.0315580326811158,77.0,46.4
28,male,bachelor,7.84,165,513,139,117,0.0,8.411816330124939,2.692755302432301,5.460155323333885,60.0,44.0
16,female,high school,9.71,202,456,147,191,5.0,7.621473116162116,1.0658891894067486,4.900364582767193,65.0,49.0
18,female,high school,5.5,123,160,444,0,3.0,6.570684418718898,4.015322083982118,1.0,66.0,24.9
27,female,high school,7.6,149,327,166,86,2.0,7.572240208860652,1.922131293202589,1.1125709559996353,73.0,36.9
22,male,bachelor,3.95,102,487,118,6,4.0,9.337765938982724,3.1049530122424835,2.8843535444461814,43.0,28.8
24,male,bachelor,7.42,94,174,323,80,4.0,7.632159778713422,3.003515680801838,1.9906062741063189,59.0,28.1
16,male,high school,6.82,158,1170,621,232,3.0,5.396930312792779,3.063962219717551,5.938977152272753,67.0,56.5
27,female,bachelor,13.72,283,106,41,0,1.0,5.715739971758,1.0,5.242395406550417,77.0,57.1
28,male,high school,7.89,157,307,69,170,3.0,6.150879138932097,3.0075204258112085,8.982404740029184,60.0,38.3
23,male,master,7.4,187,466,147,79,7.0,5.22283025393363,2.196099810768322,1.0,46.0,43.6
22,male,high school,8.77,232,168,85,29,3.0,6.570399694892207,2.932523805656212,2.01993613781012,71.0,42.3
34,male,high school,12.75,208,406,34,50,3.0,7.45230365755418,1.050091521263533,9.994459844029922,59.0,57.3
27,female,master,6.03,89,186,67,212,3.0,6.012499596561313,3.013608587464934,1.0202157742945877,53.0,25.1
17,female,high school,4.31,91,517,524,116,3.0,8.528278897074793,3.944729353966776,3.2001629269723626,59.0,28.5
27,male,bachelor,4.71,110,247,41,82,0.0,8.281140555432632,3.706444591809776,1.0,63.0,25.0
36,female,master,4.78,88,186,284,192,6.0,5.688505305378904,4.216725411073181,5.634460508495418,59.0,22.7
34,female,bachelor,3.06,117,314,39,195,3.0,8.041635742639478,3.997747424279171,3.083954185877631,43.0,24.6
26,female,high school,4.35,75,284,257,61,4.0,7.20211872310706,5.0,2.919284668662306,74.0,21.8
22,male,bachelor,3.19,102,131,79,37,7.0,6.890702426970215,3.2687672488977424,1.4980093533597925,78.0,16.9
19,female,bachelor,6.9,129,657,33,47,1.0,6.613222028896539,2.731681834373258,6.428824923419373,72.0,41.3
27,male,bachelor,6.06,147,190,73,173,6.0,7.406223786055412,2.219542736883847,1.0,54.0,30.2
43,male,high school,14.54,272,230,96,166,0.0,5.441220313228227,1.0,10.0,63.0,63.1
34,male,bachelor,7.25,119,287,32,158,2.0,7.0145375875360765,2.827124045906954,1.1565791866268125,65.0,33.4
17,female,high school,6.76,150,279,136,53,6.0,6.364125823204892,3.226577751297049,1.0,71.0,32.9
22,female,bachelor,10.41,186,482,101,115,4.0,6.591479065839969,2.041269330633253,4.796387016094624,72.0,50.3
48,male,phd,9.67,136,152,181,18,4.0,8.581330054807724,3.0672506286613825,1.0,58.0,38.6
36,male,bachelor,3.83,50,141,175,94,2.0,8.6352468704281,3.8474335211350175,10.0,66.0,15.9
33,female,master,3.78,77,274,159,95,4.0,9.491202316241973,5.0,1.0,70.0,21.1
30,female,bachelor,8.13,136,286,167,125,3.0,7.52264560084055,3.906185464903386,9.938452782000876,65.29930112427833,36.1
32,male,bachelor,1.82,22,283,136,163,0.0,9.979715636998172,4.690999874466031,1.0,72.0,11.8
17,female,high school,4.65,94,651,89,87,3.0,6.335713906142427,1.0,3.053830102725697,73.0,32.6
48,female,phd,10.98,167,454,295,290,1.0,7.239174567702335,1.0,10.0,66.0,51.8
30,female,bachelor,7.78,158,382,79,187,3.0,5.307090306130669,2.011281643168559,5.010132632791869,79.0,39.6
28,male,master,6.78,104,113,64,155,4.0,7.528705825149434,2.1057846435512824,5.996898786010737,69.0,26.0
34,male,high school,4.24,78,81,104,75,5.0,6.671501864699567,4.2026635136018085,9.70942427792338,56.0,17.8
45,female,master,7.23,108,410,109,97,5.0,9.204655077578858,2.311951268725194,9.708756314519528,79.0,36.2
29,male,master,8.85,93,459,95,202,3.0,7.7320523016246705,1.9741198281190564,3.9986554452503578,65.29930112427833,38.7
24,male,bachelor,4.89,125,684,603,145,2.0,7.289030055842672,4.96317577730087,5.258834656224026,61.0,37.6
13,female,high school,7.25,137,598,116,188,4.0,8.818650988420279,2.1025567810579897,2.9362766133772444,60.0,41.0
39,male,phd,10.08,124,248,561,83,4.0,6.691962534633136,1.101726643503269,9.953951537861473,68.0,36.68415185296776
30,female,bachelor,10.31,185,92,69,287,3.0,7.474356402153861,3.060752355643144,10.0,70.0,40.8
24,male,bachelor,5.19,93,426,135,102,5.0,8.958786920777886,3.110844010385428,5.912990422694071,67.0,28.9
25,female,bachelor,9.3,184,184,92,232,5.0,7.284739921352931,1.106875410737832,1.0,68.0,40.3
32,female,phd,6.43,99,204,45,196,3.0,7.063162675692222,1.988028650415228,10.0,82.0,27.0
18,male,high school,8.58,168,38,51,206,1.0,8.44493724570214,1.0,1.0,76.0,32.7
15,female,high school,5.4,102,224,67,163,5.0,6.17011758962526,3.1477347045845594,4.982915596560793,67.0,24.2
13,male,high school,4.31,106,65,111,181,7.0,7.828140560472272,4.369716388380818,1.0,74.0,17.5
37,male,bachelor,12.02,234,174,190,117,7.0,6.242536678841204,1.2676716129928534,9.54063692358282,55.0,52.2
32,female,phd,3.27,72,224,26,16,4.0,8.577901693028638,4.036691070208207,1.0,69.0,18.1
14,male,high school,15.44,288,677,152,48,4.0,5.945710933133939,1.0606405685142215,2.9371497167307288,83.0,74.8
25,female,bachelor,8.37,142,170,96,224,7.0,7.524710237339735,3.2801630278269087,1.0,63.0,34.2
16,male,high school,6.42,188,213,346,136,6.0,9.167958260504802,3.115994014130735,1.0,57.0,34.0
21,male,bachelor,1.18,43,589,186,93,4.0,7.289637327472671,5.0,5.843535266311548,58.0,19.3
16,female,high school,5.29,150,108,68,0,3.0,6.452731101326904,3.0064090368530096,2.1663482146715127,54.0,25.5
24,female,bachelor,14.89,284,133,182,5,3.0,4.827083389475134,1.043917712287767,10.0,57.0,60.9
34,male,bachelor,6.34,78,153,408,73,3.0,7.763712173877323,3.914309446364249,1.145995496446523,61.0,24.5
16,male,high school,5.4,113,152,288,107,6.0,9.921614063917264,1.153730185569867,1.0,51.0,23.9
36,female,bachelor,11.96,249,35,87,168,6.0,7.555142210727812,1.2132059956672758,9.751062809535334,65.0,49.3
39,female,bachelor,3.78,65,355,141,76,0.0,6.018177404248832,2.6286066907069685,3.3726075517109617,74.0,22.6
21,male,bachelor,6.08,181,190,174,108,4.0,8.441831577399373,3.0296765081885364,10.0,56.0,32.5
33,male,high school,9.73,162,1201,101,8,4.0,6.486457744495133,1.0,10.0,80.0,65.7
27,female,high school,2.11,74,200,120,140,5.0,6.524943400205738,5.0,1.8396978483237807,70.0,14.4
29,female,bachelor,3.99,70,52,66,0,3.0,10.439272161175763,2.9335738170236145,8.915843409797693,75.0,14.8
32,female,master,6.98,140,1204,44,109,5.0,6.3451781687686815,1.2144513712516023,8.966626735054147,58.0,57.8
30,male,master,7.85,155,93,192,77,2.0,8.17183279647608,1.9478317988172933,2.188271353169376,74.0,32.3
32,male,bachelor,8.33,117,516,139,148,4.0,7.725268233229548,1.019609153453022,1.882091678904852,54.0,41.8
20,female,high school,6.76,90,187,259,81,3.0,10.469736002729269,4.918442392898831,10.0,74.0,36.68415185296776
35,male,bachelor,6.79,128,199,45,46,5.0,6.743416306743651,1.1221323744762717,4.70336630021093,65.29930112427833,36.68415185296776
13,female,high school,5.08,110,1211,45,150,3.0,9.698577359942608,3.966808043528225,5.121707745742837,71.0,48.7
43,male,bachelor,7.8,120,844,31,299,3.0,7.820799785619078,2.9893477219387545,2.9195825608028216,53.0,50.1
45,male,master,4.49,50,110,150,87,7.0,8.961653172615943,4.252751784651658,1.0,56.0,17.7
21,female,high school,4.64,91,98,38,14,1.0,7.500945103588653,2.8495908312237286,10.0,71.0,18.6
27,female,high school,7.82,241,64,283,63,3.0,6.27652302721007,1.9853067774911293,4.120386677303721,65.29930112427833,39.1
31,male,bachelor,4.4,51,150,204,118,2.0,8.314669122358225,2.875135973308584,1.1523159325889147,70.0,17.0
33,female,high school,11.72,151,344,30,84,4.0,4.665847662787076,1.0163229855669915,7.981563672105147,51.0,48.5
14,male,high school,10.03,237,468,116,127,3.0,7.52188895802797,2.9627961255862005,7.03502614766919,73.0,52.6
24,male,bachelor,9.55,215,608,172,270,6.0,5.083516416894729,2.170849242940031,3.7151660498825785,53.0,54.7
28,male,master,4.82,96,250,39,0,1.0,6.263923271931854,1.8151930222917976,1.2571433966310397,71.0,24.0
44,female,high school,8.69,158,654,110,94,6.0,9.006282137750889,3.2159662397924045,1.0,71.0,50.2
38,male,master,6.38,71,268,6,157,3.0,6.990366258256777,2.9851257389149515,1.9023538808986389,58.0,36.68415185296776
22,male,bachelor,10.74,241,133,113,0,3.0,7.7789829051622,2.0603524952247274,9.975813620849424,71.0,46.9
18,male,bachelor,15.37,240,318,208,10,4.0,4.050629827863539,1.0453027823529142,3.950348629505079,68.0,62.2
23,male,bachelor,4.5,67,307,252,29,3.0,7.148486918170526,2.0222702680973588,5.017349820066056,60.0,22.1
24,female,bachelor,9.68,215,904,64,260,4.0,6.031030680068414,1.063404388186678,9.91830191564159,55.0,62.4
33,male,high school,5.99,131,413,84,123,2.0,8.970434134506414,3.880243516049454,1.1179240649190674,45.0,35.1
13,male,high school,4.15,86,122,125,102,0.0,7.57826437577089,4.726428480453299,2.2877302033136413,68.0,17.1
21,male,bachelor,6.24,110,554,113,156,1.0,8.626771379183392,2.809329767089216,2.210857259725072,49.0,36.3
35,female,bachelor,14.33,275,268,274,127,4.0,4.758374145019042,1.0659134037243037,9.906220102665054,66.0,36.68415185296776
45,male,bachelor,2.89,49,192,576,111,6.0,7.393928240857556,5.0,6.718152377201469,62.0,15.8
37,male,high school,6.13,68,1127,44,123,4.0,6.409163149737436,1.9786579991656448,9.96223690977372,72.0,47.9
28,female,high school,4.59,128,494,131,208,5.0,7.445781991161287,2.164524531608365,1.0,62.0,32.7
18,male,bachelor,4.66,87,658,433,216,5.0,8.346311344248978,4.176715853563714,4.741881363631738,62.0,32.6
44,female,master,6.47,128,116,48,132,4.0,8.89732448369183,3.089206809978033,1.0,72.0,28.7
37,female,bachelor,8.5,194,435,20,191,3.0,7.114877495761621,2.979788975668958,5.245074476935172,68.0,46.7
27,female,master,6.43,125,471,115,268,3.0,8.373896862874128,4.010401606113799,1.0,68.0,36.0
25,male,master,5.78,149,268,262,74,1.0,7.447638036081554,2.847942538848476,1.0,70.0,36.68415185296776
22,male,high school,4.83,197,80,81,175,7.0,9.023170239239136,3.330960417075915,1.0,50.0,28.4
35,female,master,5.68,86,882,146,116,1.0,7.773763111280167,2.7692940464805127,6.27917406536843,73.0,41.9
24,female,bachelor,5.16,105,145,530,139,1.0,9.025602262508038,3.757423497689887,3.2919744720081017,71.0,22.6
14,female,high school,8.85,177,124,630,208,4.0,5.341610898588166,2.0324965560002792,1.895349276653569,55.0,36.4
17,female,high school,12.08,223,290,147,339,0.0,5.248408562204192,1.0,10.0,63.0,52.3
14,female,high school,11.29,193,1027,181,239,2.0,5.458278826839657,1.880059674787762,7.148699851613434,65.0,66.3
23,female,master,8.65,140,192,95,132,4.0,5.411941758074454,1.958090501770999,7.90579613281284,64.0,36.68415185296776
16,female,high school,5.0,119,218,415,103,5.0,5.829077771357399,3.217894292541408,1.0,68.0,24.6
21,male,high school,11.52,243,449,307,41,4.0,6.74121930346742,1.038222718893606,7.015195885956199,79.0,56.6
23,female,bachelor,6.91,188,160,58,6,3.0,7.706572487938823,2.9806755955699824,10.0,76.0,33.9
16,female,high school,4.13,114,297,201,35,2.0,9.408504650977816,3.95438318068253,6.142548586182679,52.0,24.5
33,female,bachelor,4.92,114,298,102,85,3.0,7.976263676457854,2.854791761265074,6.122732383135233,71.0,27.5
39,female,bachelor,10.58,260,197,109,22,4.0,7.161773390742099,2.026340324742307,1.0,78.0,51.0
34,male,master,2.59,53,274,187,252,6.0,7.98496167309408,4.192338441852419,1.0,69.0,16.3
21,female,high school,6.12,116,475,124,0,1.0,5.993678835707099,2.795455585275086,10.0,76.0,33.8
18,male,bachelor,6.94,136,234,160,193,4.0,7.231172597314013,3.043250688802196,1.003176176869694,85.0,30.7
45,female,phd,11.01,177,194,145,80,5.0,6.0440390528705805,2.2041664018568934,5.8723801877193065,75.0,45.6
41,male,high school,13.14,197,356,12,138,5.0,7.320812421779792,1.165482605721012,6.75340159226687,67.0,56.3
44,male,master,12.05,260,209,581,331,3.0,8.867565533124868,1.0199421381725762,1.0,75.0,55.4
40,male,bachelor,15.26,288,580,13,201,3.0,6.277690700544719,1.0,10.0,66.0,74.7
23,female,bachelor,5.18,144,334,341,204,0.0,8.444847700034353,2.662417791643585,1.2904853609333546,65.0,30.8
21,female,bachelor,5.61,93,805,196,73,3.0,6.757687891928375,3.8680555229838345,10.0,61.0,39.5
24,female,bachelor,5.11,106,463,208,87,2.0,7.370322903345457,2.815685344982795,3.213500652532646,81.0,30.3
23,male,bachelor,6.18,106,515,115,244,6.0,7.09828569312508,3.22968259073971,7.632059360955602,65.29930112427833,34.8
17,female,high school,3.46,63,334,178,103,5.0,8.993294631327627,3.1333981475695327,4.81287092869152,80.0,18.9
26,female,bachelor,8.99,142,275,162,0,2.0,7.153607274705809,1.0,5.167869828605558,70.0,38.3
22,female,bachelor,4.01,113,274,192,141,2.0,6.94987214816056,2.8737268858073697,5.080101838030728,51.0,24.2
30,female,high school,14.65,162,808,144,163,4.0,6.31530574588648,1.15251109711003,4.860434386288659,69.0,67.4
14,female,high school,8.43,171,711,615,188,3.0,8.09935882692819,1.930895195192311,3.026475932196132,44.0,50.2
38,female,bachelor,6.87,161,213,171,152,0.0,7.087530067498207,3.7787774167566632,5.4209492520844815,71.0,34.4
25,male,master,11.37,250,118,167,0,3.0,7.290522953993159,1.9721360215421844,2.0887782204405227,74.0,49.0
17,female,high school,7.49,190,540,617,191,4.0,7.797552764633124,4.048878042748593,5.861853623881236,59.0,45.1
28,female,bachelor,8.32,152,425,127,60,5.0,7.37683300500118,2.190641539365488,7.876427214896386,66.0,41.7
33,male,bachelor,17.16,215,271,101,0,1.0,5.79197227684959,1.0,10.0,85.0,64.0
14,female,high school,6.47,155,269,55,215,5.0,8.41457903876041,4.119832189090409,1.0,60.0,32.5
16,female,high school,9.59,261,255,61,89,3.0,5.333975479426849,2.012000510703242,6.007908014661376,54.0,48.9
17,female,high school,3.05,102,989,263,100,4.0,7.107219109617237,4.070119586445395,6.020604191943002,80.0,37.9
27,male,master,12.58,283,347,34,91,6.0,4.4205058504482135,1.212066162471905,9.770217770129433,85.0,60.3
17,male,high school,7.32,163,364,617,64,2.0,8.107168216835769,2.902368478277228,2.143666613884309,65.0,37.7
27,female,master,8.33,91,141,48,0,5.0,6.872163184241309,3.097409221192409,1.7909173453998477,75.0,28.9
24,male,bachelor,2.68,79,228,295,102,7.0,8.51915098320755,4.276273979461613,2.580047096939796,78.0,16.4
34,female,bachelor,5.2,120,621,594,208,4.0,7.059579676666935,4.022893254350257,4.939469434685007,58.0,37.4
24,female,master,5.88,116,301,45,129,3.0,8.441725494731406,3.0171092105625807,1.0,60.0,29.5
26,female,master,4.19,95,421,144,180,1.0,8.14568041338982,3.807511031770565,4.222456628987072,77.0,26.5
22,male,bachelor,6.03,112,222,44,99,5.0,7.92486554076628,5.0,9.80700822717835,82.0,26.7
25,female,bachelor,2.3,66,269,56,188,3.0,8.022846899719873,3.93586851358298,4.929193543669034,71.0,15.8
22,male,bachelor,8.99,186,160,63,116,3.0,5.65386634571075,1.812077142480525,9.970203640273349,56.0,39.1
19,female,bachelor,5.89,125,117,132,112,3.0,8.284790589069114,2.947315744647028,3.0701200436640645,85.0,24.5
29,female,phd,11.48,279,796,110,34,5.0,5.305276810751501,2.1336919151895084,8.825014731282412,60.0,69.7
41,male,phd,10.51,191,230,91,81,5.0,7.033053908257589,1.1250028694913023,1.7995528407916614,62.0,46.5
24,female,bachelor,7.85,166,341,208,0,0.0,6.647295176596853,2.8313941615274296,1.2839038797291495,68.0,39.2
27,male,high school,10.4,210,250,77,15,0.0,7.646027554007486,1.761131745996612,1.0,81.0,46.6
47,female,bachelor,15.62,189,318,162,0,4.0,4.492613984571718,1.0784476109923504,8.863728305041798,74.0,61.0
50,male,bachelor,8.67,110,342,0,0,4.0,6.963247402158886,1.0,7.9508940667970815,69.0,38.7
16,female,high school,10.09,217,103,107,0,2.0,5.960694950257295,1.0,6.104762831428261,70.0,42.0
46,female,master,4.76,95,280,73,54,5.0,7.755425762147796,3.1074765215684663,1.0,65.0,26.4
48,female,bachelor,6.04,77,167,25,163,4.0,7.723243160420209,3.012620958397493,4.967375421571373,71.0,25.1
42,male,high school,6.59,127,473,97,84,4.0,8.046963629317794,2.0119309850622256,1.0,40.0,38.7
13,female,high school,3.06,105,308,119,97,7.0,7.2443518194759795,4.201172801431087,2.6106987682968312,62.0,21.0
38,male,bachelor,6.52,184,551,540,86,3.0,8.151007273193963,4.908247714507068,10.0,67.0,44.2
18,female,bachelor,3.53,108,152,150,142,2.0,7.033371114750592,3.935860401282624,1.284712509953525,53.0,19.1
29,female,bachelor,6.04,171,145,44,127,3.0,7.965159530389993,2.9648946401414755,1.0,69.0,30.8
33,male,bachelor,10.78,212,643,559,26,4.0,5.764504090120017,2.026604897424176,9.934101138793496,63.0,58.7
25,female,master,4.58,79,207,81,0,3.0,7.858661815324237,3.9717698080084993,1.0,83.0,20.3
31,female,master,4.4,94,508,593,49,3.0,9.120089780313648,3.030409908676192,6.12807344287309,81.0,29.4
31,female,bachelor,3.46,58,165,609,1,0.0,8.674683819616392,3.7325969699946495,6.307435309191769,60.0,16.0
31,male,high school,6.25,113,420,301,244,2.0,6.612048328575172,1.0,1.0942736824032748,63.0,33.7
32,female,bachelor,12.2,183,658,24,99,0.0,6.008589087569633,1.0,1.433342031675168,64.0,59.8
23,female,master,7.09,115,204,335,0,3.0,7.455779396904394,2.9411088772037988,1.0,60.0,29.7
43,female,high school,5.69,124,1192,30,44,5.0,9.253177533483791,4.149508506187835,7.91127192419424,67.0,54.1
39,male,bachelor,5.52,123,238,7,75,7.0,7.163297895513985,3.386211634545023,3.637972064929191,57.0,29.1
20,male,bachelor,4.05,111,184,36,60,4.0,7.1581095209847705,5.0,1.9721843033383089,54.0,21.6
34,female,master,4.46,44,282,588,19,5.0,7.563760790671474,3.160951065407458,1.0,71.0,20.1
22,female,bachelor,14.41,236,166,225,76,4.0,4.467040707165098,1.0594967063459286,8.88038065787643,71.0,55.9
23,male,bachelor,5.61,132,145,103,68,2.0,7.986145539859693,2.962209198925735,4.26075178494363,57.0,26.2
39,male,bachelor,4.2,152,121,59,0,7.0,7.5631889359119535,5.0,4.591489085384832,74.0,25.0
41,male,bachelor,5.14,58,175,308,269,6.0,8.210578463629517,4.097011204412876,4.684866119832212,59.0,21.2
18,female,bachelor,5.22,134,152,132,88,3.0,8.397683138847524,2.9193438323483734,3.0308685349147693,68.0,24.9
22,female,bachelor,10.32,247,340,48,160,7.0,5.799114861353756,1.308485965396064,9.626669838446546,73.0,51.6
28,male,master,4.53,135,116,394,78,1.0,8.963246838903864,1.7229227092700696,1.0,65.0,23.4
13,male,high school,6.08,157,268,99,125,4.0,7.326634912215764,3.00704556810005,9.88557692267959,70.0,36.68415185296776
28,male,master,4.72,99,747,323,102,0.0,8.870011048600874,3.697395696767961,7.307375508819701,65.29930112427833,37.1
23,male,bachelor,3.54,49,478,35,43,5.0,6.138586290380478,4.119001366622359,5.89187620845568,65.29930112427833,22.6
37,male,high school,3.93,73,82,371,185,0.0,5.532582966702132,3.71801493353955,1.285941069292195,63.0,16.7
34,male,bachelor,4.04,82,634,594,160,0.0,8.341575358518297,4.717930422592519,3.2163566461115423,58.0,31.7
40,male,bachelor,15.0,203,207,161,155,5.0,5.99070043263881,2.1730750377966666,9.66688621905464,63.0,57.4
30,female,bachelor,5.69,88,89,340,103,4.0,6.136905267230556,2.038663825065366,3.8131362314420856,65.29930112427833,22.1
35,female,bachelor,9.97,188,234,211,95,6.0,7.127671172616275,2.192462798927848,4.82666398218597,60.0,44.6
26,male,master,8.2,95,232,298,0,2.0,5.372082528067088,1.824697125937201,4.145088886432889,62.0,31.6
36,female,high school,6.64,172,742,51,90,4.0,8.284206210339443,2.103142328437184,8.97086656916072,62.0,48.3
46,female,bachelor,7.26,123,872,53,26,6.0,8.030862183543894,3.1781194298340347,2.7606599441278274,63.0,49.8
14,female,high school,6.01,163,366,263,0,0.0,7.568035452105591,3.678034927550797,1.0,64.0,34.4
13,male,high school,14.29,318,24,258,83,1.0,5.800980293940401,1.0,10.0,70.0,58.2
13,female,high school,4.79,120,188,329,0,4.0,8.697282969234218,2.01357795521874,10.0,74.0,23.0
38,female,master,15.13,147,1078,202,168,4.0,4.9796671320663055,1.025627381348178,9.942446315361154,65.29930112427833,75.2
45,female,bachelor,5.64,113,997,113,132,2.0,8.569669864994106,1.90507873986033,7.255720156815238,65.29930112427833,48.5
23,male,master,2.65,61,287,74,109,5.0,8.439076075612828,4.115485530745673,1.0,55.0,16.9
28,female,bachelor,5.49,96,536,101,164,5.0,7.126734790377765,3.247390130699683,3.77483008220865,60.0,33.3
14,male,high school,3.53,100,152,276,79,1.0,6.508195583623554,2.8085296603816583,2.2105344946935808,61.0,17.8
24,female,bachelor,5.62,156,499,108,206,1.0,6.518264174819142,3.84316299849158,4.192108032086833,57.0,37.4
28,male,bachelor,8.38,82,289,138,65,0.0,7.975374199773684,1.0,4.454221916488244,52.0,32.8
15,female,high school,2.79,93,314,133,6,4.0,7.658792444829902,3.008892561742156,1.0,60.0,19.7
27,female,bachelor,4.31,99,264,100,61,2.0,7.695028094673172,3.8378100463985407,1.0,67.0,23.4
31,female,bachelor,6.76,192,304,150,0,5.0,5.362587291257233,3.08409067576952,7.849836027377278,71.0,36.68415185296776
22,female,bachelor,12.22,335,439,168,100,0.0,7.43497767005064,1.7531633436427103,10.0,59.0,66.4
45,male,bachelor,7.82,174,131,549,19,3.0,8.735618099021426,2.023818628130005,1.060844981351167,61.0,36.6
30,female,high school,9.76,244,55,113,174,2.0,9.06137258917986,1.0,1.0,56.0,44.0
